,Code,Name,TradeVolume,TradeValue,OpeningPrice,HighestPrice,LowestPrice,ClosingPrice,Change,Transaction
1986,3042,晶技,4123686.0,450561207.0,111.0,111.0,107.0,109.0,-3.0,2988.0
755,3043,科風,129821.0,4120485.0,32.2,32.2,31.5,31.65,-0.35,384.0
1987,3043,科風,146913.0,4453320.0,31.0,31.0,30.0,30.4,-0.4,340.0
756,3044,健鼎,3033316.0,610371206.0,202.0,203.5,200.0,200.5,-1.0,4310.0
1988,3044,健鼎,4205591.0,808406561.0,194.0,195.0,190.5,191.0,-5.5,3374.0
757,3045,台灣大,5505282.0,573145219.0,103.0,104.5,103.0,104.5,0.5,2540.0
1989,3045,台灣大,5039805.0,517106104.0,103.5,104.0,102.0,102.0,-2.0,3278.0
758,3046,建碁,286510.0,18364212.0,64.8,65.0,63.7,63.8,-0.5,302.0
1990,3046,建碁,668858.0,40838691.0,62.3,62.4,60.3,60.4,-2.4,636.0
759,3047,訊舟,891659.0,13553796.0,15.2,15.25,15.15,15.2,-0.05,558.0
1991,3047,訊舟,2679372.0,38364922.0,14.75,14.8,14.05,14.25,-0.6,1181.0
760,3048,益登,677187.0,16176068.0,23.75,24.05,23.65,23.85,0.15,447.0
1992,3048,益登,611734.0,14100355.0,23.4,23.4,22.9,23.0,-0.5,885.0
761,3049,精金,1711625.0,14036518.0,8.26,8.26,8.17,8.18,-0.07,835.0
1993,3049,精金,3920325.0,30768744.0,8.1,8.1,7.73,7.77,-0.34,1683.0
762,3050,鈺德,1813588.0,41529899.0,23.2,23.55,22.4,22.55,-0.85,1103.0
1994,3050,鈺德,2480238.0,54345732.0,22.4,22.4,21.4,21.65,-0.75,857.0
763,3051,力特,1385547.0,52142270.0,37.7,38.3,37.2,38.0,0.7,1214.0
1995,3051,力特,2286004.0,83079296.0,37.6,37.6,35.9,36.15,-1.3,2674.0
764,3052,夆典,1277706.0,17047463.0,13.25,13.45,13.2,13.4,0.25,553.0
1996,3052,夆典,2337609.0,30579051.0,13.3,13.3,12.9,12.95,-0.45,736.0
765,3054,立萬利,15000.0,315550.0,21.1,21.1,20.9,21.0,-0.1,15.0
1997,3054,立萬利,27002.0,557690.0,20.9,20.95,20.5,20.95,-0.25,18.0
766,3055,蔚華科,5859229.0,462157785.0,78.9,81.4,76.5,76.7,-0.5,5275.0
1998,3055,蔚華科,1539199.0,108923864.0,71.4,71.6,70.0,71.2,-1.3,1456.0
767,3056,富華新,2367568.0,70996759.0,30.0,30.25,29.6,30.1,0.15,1776.0
1999,3056,富華新,3930413.0,117668217.0,30.6,30.6,29.6,29.85,-0.95,4203.0
768,3057,喬鼎,225339.0,2761688.0,12.0,12.4,12.0,12.35,0.35,290.0
2000,3057,喬鼎,226012.0,2743326.0,12.5,12.5,11.95,12.15,-0.4,579.0
769,3058,立德,1188460.0,26960246.0,22.25,23.0,22.2,22.7,0.45,775.0
2001,3058,立德,3823865.0,81993767.0,22.25,22.5,20.75,21.45,-1.05,2842.0
770,3059,華晶科,12700785.0,517228440.0,40.45,41.2,40.1,41.0,1.1,7138.0
2002,3059,華晶科,13857960.0,534463690.0,40.55,40.55,37.6,38.2,-2.6,8551.0
771,3060,銘異,17583892.0,487575213.0,26.65,28.8,26.2,28.8,2.6,8352.0
2003,3060,銘異,14613662.0,422453484.0,29.5,30.45,27.9,27.9,-1.5,7230.0
772,3062,建漢,2302309.0,51593726.0,22.45,22.65,22.2,22.4,0.0,1330.0
2004,3062,建漢,4567568.0,98944095.0,22.2,22.4,21.25,21.35,-1.05,2236.0
773,3090,日電貿,454935.0,27682914.0,60.4,61.1,60.4,60.9,0.4,437.0
2005,3090,日電貿,1092950.0,64456841.0,59.8,59.8,58.6,58.9,-1.2,957.0
774,3092,鴻碩,532826.0,18740874.0,35.75,35.75,34.95,35.0,-0.55,546.0
2006,3092,鴻碩,552998.0,18907942.0,35.0,35.0,33.9,34.15,-0.95,475.0
775,3094,聯傑,1035111.0,33758823.0,33.15,33.35,32.2,32.3,-0.75,801.0
2007,3094,聯傑,715071.0,22067647.0,31.7,31.7,30.5,30.9,-0.8,480.0
776,3130,一零四,23600.0,5415282.0,229.0,230.0,229.0,230.0,1.0,105.0
2008,3130,一零四,28821.0,6552736.0,228.5,228.5,227.0,227.0,-1.5,257.0
777,3138,耀登,560923.0,76415986.0,134.5,138.0,134.0,134.5,2.5,696.0
2009,3138,耀登,202218.0,26026342.0,130.0,130.0,128.0,128.5,-2.0,409.0
778,3149,正達,481834.0,12069209.0,25.1,25.35,24.85,25.05,0.0,388.0
2010,3149,正達,705698.0,16822164.0,24.35,24.35,23.65,23.7,-0.7,603.0
779,3164,景岳,139834.0,3173599.0,22.65,22.8,22.45,22.75,0.05,127.0
2011,3164,景岳,110209.0,2438365.0,22.45,22.45,21.9,22.0,-0.55,300.0
780,3167,大量,1705366.0,110450508.0,66.3,66.3,63.3,65.4,-0.9,1581.0
2012,3167,大量,950541.0,58875061.0,63.6,63.6,61.3,62.1,-1.7,931.0
781,3168,眾福科,714814.0,46096844.0,62.8,65.4,62.8,65.0,2.2,577.0
2013,3168,眾福科,302500.0,19372002.0,64.8,64.8,63.7,63.8,-1.0,251.0
782,3189,景碩,3572878.0,352751757.0,101.5,101.5,97.6,97.8,-3.2,3555.0
2014,3189,景碩,2981349.0,286481724.0,97.0,97.0,95.2,96.0,-1.2,3327.0
783,3209,全科,470711.0,16338139.0,34.8,34.9,34.55,34.8,0.2,643.0
2015,3209,全科,1245760.0,42368025.0,34.5,34.5,33.9,33.95,-0.55,1551.0
784,3229,晟鈦,22700.0,344637.0,15.55,15.55,15.1,15.35,0.1,27.0
2016,3229,晟鈦,17102.0,258339.0,15.1,15.15,15.1,15.1,-0.2,16.0
785,3231,緯創,55860583.0,6902629295.0,124.0,126.0,122.0,122.5,-0.5,30755.0
2017,3231,緯創,98473433.0,11318597499.0,118.0,118.5,112.5,114.0,-5.5,59606.0
786,3257,虹冠電,449377.0,28789626.0,64.5,64.5,63.8,63.8,-0.7,389.0
2018,3257,虹冠電,523004.0,32026721.0,62.5,62.5,60.6,60.7,-2.0,447.0
787,3266,昇陽,612858.0,11887552.0,19.7,19.7,19.25,19.45,-0.15,300.0
2019,3266,昇陽,465417.0,8803173.0,19.35,19.35,18.65,18.75,-0.6,253.0
788,3296,勝德,1254771.0,30861309.0,25.3,25.45,23.55,25.45,0.15,799.0
2020,3296,勝德,974730.0,23581488.0,25.25,25.25,23.75,24.2,-1.2,602.0
789,3305,昇貿,2064767.0,136416267.0,68.2,68.5,65.2,65.5,-1.5,1928.0
2021,3305,昇貿,3267069.0,206267825.0,66.6,66.6,61.4,62.3,-4.1,2675.0
790,3308,聯德,250008.0,6950954.0,27.8,28.2,27.6,27.65,-0.1,412.0
2022,3308,聯德,370442.0,9769784.0,26.2,26.95,25.9,26.3,-0.7,480.0
791,3311,閎暉,140861.0,5652807.0,40.1,40.75,39.95,40.05,0.0,128.0
2023,3311,閎暉,418099.0,16217092.0,39.65,39.65,38.45,38.6,-1.2,396.0
792,3312,弘憶股,44831956.0,2235614907.0,47.85,51.5,47.8,51.5,4.6,21203.0
2024,3312,弘憶股,20550242.0,946016510.0,48.5,49.0,44.4,44.75,-4.55,9254.0
793,3321,同泰,652218.0,12277460.0,19.25,19.25,18.6,18.6,-0.6,547.0
2025,3321,同泰,735951.0,12785430.0,17.8,17.95,16.95,17.45,-0.45,493.0
794,3338,泰碩,1797588.0,124010840.0,68.2,69.5,68.2,68.8,0.9,1713.0
2026,3338,泰碩,2228854.0,144293065.0,66.4,66.4,63.8,64.6,-2.4,1597.0
795,3346,麗清,1481084.0,70818406.0,48.35,48.5,47.4,47.55,-0.35,1171.0
2027,3346,麗清,3188213.0,140811844.0,46.0,46.05,43.25,43.85,-2.35,2213.0
796,3356,奇偶,1537327.0,85485684.0,54.5,56.6,54.5,55.3,0.8,1181.0
2028,3356,奇偶,3055605.0,158875588.0,54.9,55.0,50.8,51.8,-3.6,2700.0
797,3376,新日興,5614918.0,996958148.0,180.0,182.5,174.0,175.0,-3.5,4622.0
2029,3376,新日興,6754961.0,1093045509.0,169.5,169.5,157.0,163.0,-7.5,4648.0
798,3380,明泰,1142490.0,39706434.0,34.7,35.0,34.65,34.65,0.0,779.0
2030,3380,明泰,2382287.0,77828731.0,33.4,33.45,32.15,32.3,-1.4,1796.0
799,3406,玉晶光,3051058.0,1461507712.0,475.5,491.0,468.5,472.0,-0.5,3885.0
2031,3406,玉晶光,1679913.0,744677933.0,450.0,451.0,434.5,442.0,-16.5,3011.0
800,3413,京鼎,2852506.0,881624718.0,299.0,314.0,299.0,307.5,11.5,3071.0
2032,3413,京鼎,1428840.0,421684283.0,300.5,301.5,292.0,295.5,-9.5,3850.0
801,3416,融程電,247848.0,34753100.0,139.0,141.5,138.5,140.0,1.0,321.0
2033,3416,融程電,637094.0,86938102.0,139.5,139.5,135.0,135.5,-4.0,752.0
802,3419,譁裕,355309.0,5891733.0,16.85,16.85,16.35,16.55,-0.25,219.0
2034,3419,譁裕,497559.0,7979908.0,16.2,16.45,15.9,15.9,-0.55,296.0
803,3432,台端,274918.0,5440314.0,20.15,20.5,19.5,19.65,-0.25,174.0
2035,3432,台端,135597.0,2613143.0,19.5,19.5,19.1,19.2,-0.3,64.0
804,3437,榮創,1081911.0,30934550.0,28.5,28.95,28.25,28.65,0.2,753.0
2036,3437,榮創,2104386.0,57480457.0,28.1,28.1,27.0,27.2,-1.25,1245.0
805,3443,創意,4132463.0,5270541005.0,1330.0,1340.0,1240.0,1255.0,-70.0,11586.0
2037,3443,創意,5104673.0,5987274435.0,1140.0,1220.0,1120.0,1185.0,25.0,8633.0
806,3447,展達,39613.0,1291561.0,33.05,33.05,32.5,32.55,-0.25,34.0
2038,3447,展達,73715.0,2256626.0,31.55,31.55,30.35,30.4,-1.45,87.0
807,3450,聯鈞,6202032.0,454213283.0,73.0,74.4,72.1,73.8,1.3,4145.0
2039,3450,聯鈞,9453521.0,624134418.0,69.7,69.8,64.0,64.7,-5.0,6116.0
808,3454,晶睿,189145.0,26870248.0,144.0,144.0,141.5,141.5,0.0,240.0
2040,3454,晶睿,423044.0,56211631.0,136.5,136.5,131.0,131.5,-7.0,547.0
809,3481,群創,69400396.0,980375834.0,14.15,14.25,13.95,14.15,0.05,14605.0
2041,3481,群創,90519384.0,1240499489.0,14.0,14.05,13.55,13.65,-0.45,22558.0
810,3494,誠研,141091.0,756152.0,5.34,5.42,5.21,5.35,0.15,155.0
2042,3494,誠研,97394.0,496028.0,5.21,5.3,4.85,5.15,-0.07,216.0
811,3501,維熹,873125.0,52224087.0,59.7,60.2,59.2,60.0,0.6,811.0
2043,3501,維熹,892821.0,52652345.0,59.6,59.8,58.3,59.8,0.0,623.0
812,3504,揚明光,568507.0,32873374.0,57.7,59.0,57.1,57.2,-0.1,468.0
2044,3504,揚明光,601585.0,32899130.0,55.9,55.9,54.0,54.8,-1.4,523.0
813,3515,華擎,843174.0,219707526.0,256.0,263.5,255.5,260.5,5.0,950.0
2045,3515,華擎,1548142.0,361397781.0,241.5,241.5,228.5,232.5,-13.5,2052.0
814,3518,柏騰,233900.0,6947977.0,29.95,30.15,29.35,29.65,-0.3,245.0
2046,3518,柏騰,436125.0,12101390.0,28.7,28.7,27.5,27.75,-0.9,335.0
815,3528,安馳,24990.0,1212122.0,48.5,48.9,48.05,48.55,-0.05,48.0
2047,3528,安馳,62900.0,2983699.0,48.4,48.7,46.45,47.55,-0.85,229.0
816,3530,晶相光,265858.0,27959792.0,106.0,107.0,104.0,104.0,-1.5,347.0
2048,3530,晶相光,519135.0,50725271.0,100.5,100.5,96.2,96.2,-3.3,601.0
817,3532,台勝科,1444355.0,250659804.0,173.0,174.5,172.0,174.5,1.5,2607.0
2049,3532,台勝科,1271407.0,209993475.0,169.5,169.5,163.5,165.0,-6.0,3149.0
818,3533,嘉澤,1229845.0,1834412710.0,1500.0,1520.0,1470.0,1500.0,0.0,2085.0
2050,3533,嘉澤,2956291.0,4087208185.0,1450.0,1455.0,1355.0,1400.0,-75.0,3944.0
819,3535,晶彩科,820097.0,19010730.0,23.65,23.65,23.0,23.0,-0.1,537.0
2051,3535,晶彩科,866629.0,18881815.0,22.3,22.35,21.5,21.6,-0.85,596.0
820,3543,州巧,247206.0,5814940.0,23.6,23.6,23.45,23.55,-0.05,148.0
2052,3543,州巧,446313.0,10101672.0,23.0,23.0,22.35,22.55,-0.5,220.0
821,3545,敦泰,1872989.0,168100518.0,90.1,90.6,89.1,89.3,-0.5,1586.0
2053,3545,敦泰,3445018.0,290616802.0,87.2,87.3,83.4,83.8,-3.5,2864.0
822,3550,聯穎,106447.0,1627586.0,15.3,15.35,15.25,15.35,0.05,162.0
2054,3550,聯穎,212392.0,3151801.0,15.25,15.25,14.55,14.55,-0.7,153.0
823,3557,嘉威,2286829.0,163899876.0,70.9,73.5,70.4,71.2,0.3,2070.0
2055,3557,嘉威,1052352.0,72920375.0,71.0,71.5,68.5,69.2,-1.9,1073.0
824,3563,牧德,2487407.0,1019285147.0,392.5,422.0,392.5,413.0,17.0,2872.0
2056,3563,牧德,1814275.0,713512735.0,393.0,405.0,384.5,403.0,2.5,2142.0
825,3576,聯合再生,9160020.0,109346623.0,12.2,12.2,11.8,11.85,-0.3,3674.0
2057,3576,聯合再生,7079635.0,82836018.0,11.9,11.9,11.5,11.8,-0.1,3207.0
826,3583,辛耘,8959892.0,3124465929.0,345.0,358.5,340.0,341.0,4.0,9375.0
2058,3583,辛耘,7450687.0,2485846139.0,339.5,343.5,321.0,340.0,-1.0,11565.0
827,3588,通嘉,1851814.0,181240936.0,101.0,101.0,95.8,96.3,-3.4,1765.0
2059,3588,通嘉,1245249.0,112742640.0,93.0,93.0,89.2,90.6,-2.9,1199.0
828,3591,艾笛森,527773.0,13380810.0,25.6,25.6,25.15,25.3,-0.3,349.0
2060,3591,艾笛森,1102321.0,26681215.0,24.95,25.0,23.8,24.2,-0.95,678.0
829,3592,瑞鼎,635964.0,290098755.0,461.5,461.5,452.5,453.0,-5.0,1046.0
2061,3592,瑞鼎,673192.0,297517324.0,446.5,449.5,439.5,439.5,-7.0,1081.0
830,3593,力銘,66006.0,731117.0,11.1,11.35,10.95,11.2,-0.05,57.0
2062,3593,力銘,42171.0,463670.0,11.0,11.1,10.9,10.95,-0.05,54.0
831,3596,智易,1026282.0,189957855.0,185.5,186.5,184.0,184.5,-2.5,2150.0
2063,3596,智易,1975978.0,353303989.0,180.0,181.0,177.5,177.5,-4.5,1726.0
832,3605,宏致,501607.0,19043709.0,38.0,38.3,37.8,37.8,-0.15,471.0
2064,3605,宏致,770365.0,27644298.0,36.8,36.8,35.5,35.55,-1.35,693.0
833,3607,谷崧,1125715.0,21034750.0,18.7,19.0,18.45,18.65,0.2,770.0
2065,3607,谷崧,1301193.0,22299839.0,17.9,17.9,16.8,17.0,-0.95,853.0
834,3617,碩天,3221630.0,794874638.0,235.5,252.5,234.5,251.5,18.5,3706.0
2066,3617,碩天,1587085.0,378520005.0,238.0,243.5,233.5,241.0,0.0,1577.0
835,3622,洋華,17407447.0,1172348789.0,63.7,69.4,63.5,69.4,6.3,10187.0
2067,3622,洋華,8303816.0,510610425.0,65.1,65.1,59.4,59.4,-6.6,6076.0
836,3645,達邁,3718701.0,171069462.0,47.5,47.5,45.1,45.1,-1.55,2311.0
2068,3645,達邁,1984108.0,87849126.0,46.0,46.0,43.15,43.75,-1.75,1383.0
837,3652,精聯,67061.0,1967889.0,29.65,29.65,29.2,29.3,-0.1,44.0
2069,3652,精聯,141523.0,3979378.0,28.25,28.3,27.9,28.2,-0.55,91.0
838,3653,健策,1098005.0,1010711077.0,910.0,934.0,908.0,920.0,14.0,1404.0
2070,3653,健策,1265581.0,1087206790.0,884.0,884.0,836.0,858.0,-38.0,2668.0
839,3661,世芯-KY,4322763.0,12702820210.0,3060.0,3070.0,2860.0,2900.0,-115.0,19106.0
2071,3661,世芯-KY,5374739.0,15191391560.0,2720.0,2940.0,2695.0,2830.0,75.0,12093.0
840,3665,貿聯-KY,698784.0,173639716.0,250.5,251.0,247.5,247.5,-3.0,872.0
2072,3665,貿聯-KY,2130749.0,501319937.0,241.0,241.0,231.5,233.0,-10.0,3284.0
841,3669,圓展,162912.0,8154820.0,49.85,50.5,49.8,49.9,0.05,145.0
2073,3669,圓展,320230.0,15255741.0,49.0,49.05,46.9,47.45,-1.55,308.0
842,3673,TPK-KY,3244805.0,126400318.0,39.45,39.45,38.7,38.8,-0.65,2110.0
2074,3673,TPK-KY,2203891.0,82455510.0,38.05,38.05,37.05,37.25,-0.8,1885.0
843,3679,新至陞,220182.0,26803187.0,121.0,123.0,120.0,122.5,2.5,213.0
2075,3679,新至陞,162706.0,19029668.0,121.0,121.0,115.5,118.0,-2.5,186.0
844,3686,達能,1658771.0,26259511.0,16.2,16.2,15.3,16.15,0.0,979.0
2076,3686,達能,788765.0,11941634.0,15.5,15.5,15.0,15.2,-0.35,478.0
845,3694,海華,1367315.0,70315290.0,52.0,52.1,51.0,51.2,-0.4,1131.0
2077,3694,海華,1705169.0,81136820.0,49.55,49.55,46.75,46.75,-3.25,1509.0
846,3701,大眾控,666599.0,39316272.0,59.7,59.7,58.5,58.8,-0.6,530.0
2078,3701,大眾控,1429649.0,81199464.0,58.7,59.3,56.0,56.5,-2.4,989.0
847,3702,大聯大,6833223.0,625835131.0,90.4,93.0,89.7,91.6,0.6,4511.0
2079,3702,大聯大,11851663.0,1062320082.0,90.2,90.9,88.2,89.6,-1.5,10646.0
848,3702A,大聯大甲特,62500.0,2973299.0,47.55,47.65,47.55,47.65,0.1,28.0
2080,3702A,大聯大甲特,142243.0,6796571.0,47.95,47.95,47.7,47.85,-0.05,82.0
849,3703,欣陸,2125221.0,69042260.0,32.6,32.6,32.35,32.55,0.05,1243.0
2081,3703,欣陸,5381925.0,172489107.0,33.0,33.0,31.65,31.75,-1.2,3226.0
850,3704,合勤控,2152622.0,98754038.0,45.95,46.45,45.45,46.05,0.25,1696.0
2082,3704,合勤控,2996707.0,131460967.0,44.85,44.85,43.05,43.3,-1.7,2544.0
851,3705,永信,281477.0,13607758.0,48.45,48.45,48.2,48.45,0.15,207.0
2083,3705,永信,414716.0,19694789.0,47.75,47.8,47.3,47.8,0.05,345.0
852,3706,神達,8164766.0,399065978.0,49.05,49.35,48.6,48.6,-0.25,5766.0
2084,3706,神達,25898430.0,1170475963.0,46.8,46.8,44.4,44.55,-2.3,12761.0
853,3708,上緯投控,2354111.0,294756751.0,124.0,126.5,123.0,125.5,2.0,1779.0
2085,3708,上緯投控,5022170.0,621793048.0,128.0,128.5,121.0,125.0,-4.0,3736.0
854,3711,日月光投控,15093493.0,2413976677.0,158.0,161.0,158.0,160.5,1.5,6619.0
2086,3711,日月光投控,21541037.0,3322467429.0,156.5,158.5,152.5,153.0,-7.0,12584.0
855,3712,永崴投控,8029960.0,371070895.0,44.5,47.0,44.35,46.55,2.45,5185.0
2087,3712,永崴投控,6383266.0,298777441.0,47.75,48.2,46.05,46.4,-1.8,4448.0
856,3714,富采,2281371.0,91416745.0,40.3,40.45,39.9,40.1,-0.5,1522.0
2088,3714,富采,2962360.0,116669028.0,40.0,40.1,38.75,38.85,-1.35,2297.0
857,3715,定穎投控,13279390.0,1066311274.0,82.0,82.1,78.9,78.9,-3.1,13517.0
2089,3715,定穎投控,7530029.0,554653606.0,75.1,76.0,72.1,72.9,-3.2,6425.0
858,4104,佳醫,263138.0,25337200.0,95.6,96.6,95.6,96.3,1.3,626.0
2090,4104,佳醫,690664.0,65217026.0,96.3,96.3,93.5,94.0,-2.2,1536.0
859,4106,雃博,136365.0,3853276.0,28.25,28.6,28.1,28.4,0.2,197.0
2091,4106,雃博,332303.0,9239287.0,28.35,28.35,27.4,27.6,-0.7,396.0
860,4108,懷特,179583.0,3665243.0,20.55,20.55,20.35,20.35,-0.2,282.0
2092,4108,懷特,579630.0,11570152.0,20.2,20.2,19.65,19.75,-0.45,701.0
861,4119,旭富,124781.0,11047577.0,88.7,88.8,88.1,88.5,-0.4,191.0
2093,4119,旭富,244709.0,21444187.0,87.7,88.5,87.1,87.4,-0.3,255.0
862,4133,亞諾法,103812.0,3281384.0,31.65,31.75,31.5,31.55,-0.1,271.0
2094,4133,亞諾法,248626.0,7581656.0,31.15,31.15,30.15,30.2,-0.95,963.0
863,4137,麗豐-KY,84012.0,16594674.0,196.5,199.0,195.5,197.5,0.5,98.0
2095,4137,麗豐-KY,155401.0,29877137.0,194.5,194.5,190.0,192.0,-3.0,166.0
864,4142,國光生,427182.0,11357896.0,26.55,26.65,26.5,26.55,-0.05,433.0
2096,4142,國光生,1422019.0,35909917.0,25.9,25.95,25.0,25.3,-0.7,1167.0
865,4148,全宇生技-KY,73050.0,3807565.0,52.6,53.2,51.5,51.6,-1.0,66.0
2097,4148,全宇生技-KY,51494.0,2539079.0,50.5,50.5,48.8,49.4,-1.1,43.0
866,4155,訊映,445484.0,11024984.0,24.95,24.95,24.6,24.85,-0.1,415.0
2098,4155,訊映,890052.0,21200829.0,24.15,24.15,23.65,23.7,-0.55,678.0
867,4164,承業醫,720401.0,42996125.0,59.6,60.2,59.4,59.5,-0.1,570.0
2099,4164,承業醫,1038287.0,59967216.0,58.8,58.8,57.2,57.2,-1.8,936.0
868,4190,佐登-KY,88383.0,4546881.0,52.0,52.0,51.0,51.1,-0.9,296.0
2100,4190,佐登-KY,111515.0,5620598.0,50.5,50.8,50.1,50.5,0.0,225.0
869,4306,炎洲,5717267.0,110569159.0,19.8,19.8,19.2,19.35,-0.35,3588.0
2101,4306,炎洲,8482595.0,154871495.0,19.0,19.0,18.0,18.0,-1.0,4143.0
870,4414,如興,635267.0,2289913.0,3.65,3.67,3.58,3.61,-0.04,425.0
2102,4414,如興,1434067.0,5053104.0,3.59,3.62,3.5,3.54,-0.04,299.0
871,4426,利勤,93445.0,1596956.0,17.1,17.2,17.0,17.2,-0.05,92.0
2103,4426,利勤,373641.0,6197505.0,17.1,17.1,16.45,16.5,-0.6,229.0
872,4438,廣越,24709.0,2730469.0,110.0,111.0,110.0,110.5,0.5,34.0
2104,4438,廣越,142119.0,15521833.0,110.0,110.5,108.5,109.5,-0.5,140.0
873,4439,冠星-KY,61072.0,6418476.0,107.0,107.0,104.5,105.0,-2.0,121.0
2105,4439,冠星-KY,70077.0,7423715.0,106.5,106.5,105.5,106.5,0.0,64.0
874,4440,宜新實業,88467.0,2126826.0,24.1,24.2,23.95,24.0,-0.1,67.0
2106,4440,宜新實業,121895.0,2896352.0,23.9,23.9,23.6,23.6,-0.3,61.0
875,4526,東台,31028026.0,752379852.0,23.1,24.6,23.0,23.75,1.35,11827.0
2107,4526,東台,3878657.0,86901889.0,22.55,22.8,22.0,22.6,-0.3,1988.0
876,4532,瑞智,3320301.0,83498533.0,24.9,25.5,24.55,25.45,0.55,1740.0
2108,4532,瑞智,5769831.0,145250117.0,26.0,26.0,24.95,25.15,-0.85,2965.0
877,4536,拓凱,315443.0,60955288.0,189.5,195.5,189.5,193.0,3.5,341.0
2109,4536,拓凱,441128.0,81932895.0,190.0,190.5,182.5,182.5,-8.5,3578.0
878,4540,全球傳動,321741.0,11101606.0,34.35,34.9,34.15,34.15,-0.15,244.0
2110,4540,全球傳動,448212.0,14681734.0,34.3,34.3,32.1,32.1,-1.85,449.0
879,4545,銘鈺,735856.0,24979748.0,32.65,34.85,32.45,34.0,1.35,627.0
2111,4545,銘鈺,256291.0,8259619.0,33.2,33.5,31.5,31.9,-1.65,255.0
880,4551,智伸科,165010.0,17248701.0,105.5,105.5,103.5,103.5,-2.5,179.0
2112,4551,智伸科,328193.0,33049045.0,103.0,103.5,99.4,100.0,-4.0,320.0
881,4552,力達-KY,360442.0,10969809.0,30.45,30.8,30.25,30.45,0.05,326.0
2113,4552,力達-KY,395095.0,11908760.0,30.35,30.4,29.9,29.9,-0.45,368.0
882,4555,氣立,56251.0,3495171.0,60.5,64.2,60.4,62.1,1.7,95.0
2114,4555,氣立,4310.0,259855.0,60.9,60.9,60.0,60.3,-1.8,7.0
883,4557,永新-KY,60307.0,7375120.0,124.0,124.0,121.5,121.5,-1.0,84.0
2115,4557,永新-KY,122389.0,14457837.0,120.5,120.5,117.0,118.0,-2.5,156.0
884,4560,強信-KY,201317.0,7578564.0,37.8,38.2,37.2,38.0,-0.2,81.0
2116,4560,強信-KY,56000.0,2111350.0,38.1,38.1,37.4,37.7,-0.1,16.0
885,4562,穎漢,215558.0,3838171.0,17.95,17.95,17.7,17.7,-0.1,172.0
2117,4562,穎漢,326851.0,5501793.0,17.3,17.3,16.65,17.0,-0.35,246.0
886,4564,元翎,591144.0,13586678.0,23.2,23.2,22.9,23.0,-0.2,528.0
2118,4564,元翎,1518132.0,33790931.0,22.85,22.85,22.0,22.25,-0.65,2226.0
887,4566,時碩工業,232195.0,12114136.0,51.5,52.6,51.5,52.4,1.0,186.0
2119,4566,時碩工業,480136.0,24463742.0,52.2,52.2,50.4,50.4,-1.8,411.0
888,4569,六方科-KY,11029.0,1063803.0,96.1,97.4,96.0,97.4,0.0,13.0
2120,4569,六方科-KY,23029.0,2196963.0,95.5,95.9,95.0,95.9,0.4,22.0
889,4571,鈞興-KY,25123.0,2395407.0,95.5,96.7,95.0,95.2,0.4,49.0
2121,4571,鈞興-KY,72773.0,6719437.0,93.5,93.5,91.1,91.1,-2.9,119.0
890,4572,駐龍,542503.0,92109848.0,170.5,172.0,168.5,169.5,-1.0,934.0
2122,4572,駐龍,882205.0,143006152.0,168.0,168.5,158.0,159.0,-9.5,1100.0
891,4576,大銀微系統,424504.0,34386177.0,80.4,82.1,80.1,80.1,0.1,419.0
2123,4576,大銀微系統,438690.0,31480945.0,73.8,73.8,71.0,71.3,-3.4,451.0
892,4581,光隆精密-KY,104088.0,6951803.0,67.3,67.5,66.5,66.5,-0.6,94.0
2124,4581,光隆精密-KY,172601.0,11093703.0,65.1,65.2,63.7,63.9,-1.6,135.0
893,4583,台灣精銳,185345.0,46241092.0,248.0,252.5,247.0,247.0,0.5,340.0
2125,4583,台灣精銳,130932.0,29928713.0,231.0,231.0,226.5,230.0,-3.0,254.0
894,4588,玖鼎電力,1975639.0,207921883.0,98.8,108.0,98.5,108.0,9.7,1672.0
2126,4588,玖鼎電力,3812543.0,460986281.0,117.5,129.5,111.0,125.5,7.0,3545.0
895,4720,德淵,594184.0,9764997.0,16.5,16.55,16.3,16.35,0.0,268.0
2127,4720,德淵,1233624.0,20541887.0,16.7,16.95,16.45,16.75,0.15,626.0
896,4722,國精化,116531.0,4598136.0,39.55,39.6,39.15,39.3,-0.1,195.0
2128,4722,國精化,178576.0,7056910.0,39.6,39.8,39.2,39.65,-0.4,184.0
897,4736,泰博,119094.0,18205968.0,153.0,154.0,152.0,153.0,0.0,169.0
2129,4736,泰博,215361.0,32275444.0,151.5,151.5,149.0,149.5,-2.0,320.0
898,4737,華廣,43006.0,2999414.0,69.6,70.2,69.5,69.7,0.1,31.0
2130,4737,華廣,59104.0,4057987.0,69.9,69.9,68.3,68.9,-0.2,60.0
899,4739,康普,234348.0,14822358.0,63.8,63.8,63.0,63.2,-0.5,331.0
2131,4739,康普,559902.0,33462506.0,60.5,60.7,59.4,59.4,-1.7,776.0
900,4746,台耀,3258291.0,371315706.0,115.5,117.0,112.0,113.0,-2.0,3888.0
2132,4746,台耀,2585328.0,278978575.0,110.5,110.5,107.0,107.5,-2.5,1970.0
901,4755,三福化,283461.0,41995054.0,148.0,149.5,147.0,147.5,-0.5,391.0
2133,4755,三福化,677157.0,97572396.0,146.5,146.5,142.5,144.0,-3.5,676.0
902,4763,材料-KY,1166214.0,1062465178.0,911.0,919.0,902.0,917.0,13.0,2553.0
